Date,Region_Vector,Aboard,Fatalities,Survives,Time_Vector,Category_Vector,Summary_Vector
11/30/1944,"[0, 0, 0, 0, 0, 1, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
12/1/1944,"[1, 0, 0, 0, 0, 0, 0]",17.0,9.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/3/1944,"[0, 0, 1, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/7/1944,"[0, 1, 0, 0, 0, 0, 0]",16.0,16.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/15/1944,"[0, 0, 1, 0, 0, 0, 0]",3.0,3.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/6/1945,"[0, 0, 0, 0, 0, 1, 0]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/8/1945,"[1, 0, 0, 0, 0, 0, 0]",30.0,23.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
1/10/1945,"[1, 0, 0, 0, 0, 0, 0]",24.0,24.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/14/1945,"[0, 0, 0, 0, 0, 1, 0]",6.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/16/1945,"[0, 0, 0, 0, 0, 1, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/23/1945,"[0, 0, 0, 0, 0, 1, 0]",11.0,11.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/31/1945,"[0, 0, 0, 0, 1, 0, 0]",10.0,10.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/2/1945,"[0, 1, 0, 0, 0, 0, 0]",26.0,23.0,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
2/6/1945,"[0, 1, 0, 0, 0, 0, 0]",23.0,23.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
2/13/1945,"[1, 0, 0, 0, 0, 0, 0]",24.0,24.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/15/1945,"[1, 0, 0, 0, 0, 0, 0]",11.0,11.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
2/23/1945,"[0, 1, 0, 0, 0, 0, 0]",8.0,8.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
2/23/1945,"[0, 0, 0, 0, 0, 0, 1]",30.0,13.0,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/23/1945,"[1, 0, 0, 0, 0, 0, 0]",22.0,17.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/27/1945,"[0, 0, 1, 0, 0, 0, 0]",24.0,24.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
4/9/1945,"[0, 0, 0, 0, 0, 1, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/14/1945,"[1, 0, 0, 0, 0, 0, 0]",20.0,20.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
4/19/1945,"[0, 0, 0, 0, 1, 0, 0]",13.0,13.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/20/1945,"[1, 0, 0, 0, 0, 0, 0]",25.0,25.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/20/1945,"[0, 1, 0, 0, 0, 0, 0]",20.0,18.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]"
4/21/1945,"[0, 1, 0, 0, 0, 0, 0]",21.0,21.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]"
4/23/1945,"[0, 1, 0, 0, 0, 0, 0]",31.0,31.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
4/27/1945,"[1, 0, 0, 0, 0, 0, 0]",13.0,6.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/5/1945,"[0, 0, 0, 1, 0, 0, 0]",21.0,21.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]"
5/6/1945,"[0, 1, 0, 0, 0, 0, 0]",30.0,30.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/9/1945,"[0, 1, 0, 0, 0, 0, 0]",31.0,31.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/13/1945,"[0, 0, 0, 1, 0, 0, 0]",23.0,20.0,1,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/30/1945,"[0, 0, 0, 0, 0, 0, 1]",21.0,21.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/15/1945,"[0, 0, 0, 0, 0, 1, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/24/1945,"[0, 0, 0, 0, 1, 0, 0]",11.0,2.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/25/1945,"[0, 1, 0, 0, 0, 0, 0]",27.0,27.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/29/1945,"[0, 0, 0, 0, 0, 1, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/30/1945,"[1, 0, 0, 0, 0, 0, 0]",12.0,12.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/4/1945,"[0, 0, 1, 0, 0, 0, 0]",15.0,15.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/11/1945,"[0, 0, 0, 0, 0, 0, 1]",28.0,28.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/12/1945,"[1, 0, 0, 0, 0, 0, 0]",10.0,3.0,1,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/28/1945,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
8/1/1945,"[1, 0, 0, 0, 0, 0, 0]",12.0,12.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/3/1945,"[0, 0, 0, 1, 0, 0, 0]",14.0,4.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
8/11/1945,"[1, 0, 0, 0, 0, 0, 0]",16.0,16.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
9/7/1945,"[1, 0, 0, 0, 0, 0, 0]",22.0,22.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/11/1945,"[0, 0, 0, 1, 0, 0, 0]",11.0,11.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/15/1945,"[1, 0, 0, 0, 0, 0, 0]",24.0,23.0,1,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/18/1945,"[0, 0, 0, 0, 1, 0, 0]",29.0,29.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/28/1945,"[0, 0, 0, 0, 0, 1, 0]",20.0,20.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]"
10/5/1945,"[1, 0, 0, 0, 0, 0, 0]",15.0,2.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
10/5/1945,"[0, 1, 0, 0, 0, 0, 0]",23.0,23.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
10/7/1945,"[0, 1, 0, 0, 0, 0, 0]",26.0,26.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
10/13/1945,"[0, 1, 0, 0, 0, 0, 0]",31.0,31.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/16/1945,"[0, 0, 0, 0, 0, 1, 0]",59.0,59.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
10/20/1945,"[0, 0, 0, 0, 0, 1, 0]",31.0,31.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/20/1945,"[0, 0, 1, 0, 0, 0, 0]",25.0,25.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/23/1945,"[0, 0, 0, 0, 0, 1, 0]",14.0,14.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
10/24/1945,"[0, 1, 0, 0, 0, 0, 0]",16.0,9.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
10/24/1945,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
10/30/1945,"[0, 0, 0, 0, 0, 1, 0]",50.0,45.0,1,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
11/1/1945,"[0, 1, 0, 0, 0, 0, 0]",30.0,26.0,1,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/3/1945,"[0, 0, 0, 0, 0, 1, 0]",44.0,44.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/7/1945,"[1, 0, 0, 0, 0, 0, 0]",3.0,1.0,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
11/8/1945,"[1, 0, 0, 0, 0, 0, 0]",27.0,22.0,1,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]"
11/9/1945,"[0, 1, 0, 0, 0, 0, 0]",24.0,24.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
11/11/1945,"[0, 0, 0, 1, 0, 0, 0]",29.0,29.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
11/11/1945,"[0, 0, 0, 1, 0, 0, 0]",44.0,44.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/11/1945,"[0, 1, 0, 0, 0, 0, 0]",20.0,20.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/13/1945,"[0, 0, 0, 0, 0, 1, 0]",17.0,16.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/15/1945,"[0, 0, 1, 0, 0, 0, 0]",28.0,28.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/22/1945,"[0, 1, 0, 0, 0, 0, 0]",27.0,27.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/3/1945,"[0, 1, 0, 0, 0, 0, 0]",28.0,28.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/5/1945,"[1, 0, 0, 0, 0, 0, 0]",14.0,14.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/8/1945,"[1, 0, 0, 0, 0, 0, 0]",21.0,17.0,1,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/18/1945,"[0, 1, 0, 0, 0, 0, 0]",17.0,17.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/25/1945,"[0, 0, 0, 1, 0, 0, 0]",8.0,8.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
12/25/1945,"[0, 0, 0, 0, 0, 1, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
12/30/1945,"[1, 0, 0, 0, 0, 0, 0]",12.0,1.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/6/1946,"[1, 0, 0, 0, 0, 0, 0]",11.0,3.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/9/1946,"[0, 0, 0, 0, 0, 1, 0]",18.0,18.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/14/1946,"[0, 0, 0, 0, 0, 1, 0]",22.0,22.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/15/1946,"[0, 1, 0, 0, 0, 0, 0]",25.0,23.0,1,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/18/1946,"[1, 0, 0, 0, 0, 0, 0]",17.0,17.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/19/1946,"[1, 0, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/30/1946,"[0, 1, 0, 0, 0, 0, 0]",11.0,11.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/31/1946,"[1, 0, 0, 0, 0, 0, 0]",21.0,21.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/5/1946,"[0, 0, 0, 0, 0, 1, 0]",20.0,20.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/21/1946,"[1, 0, 0, 0, 0, 0, 0]",14.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
3/3/1946,"[1, 0, 0, 0, 0, 0, 0]",27.0,27.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
3/5/1946,"[0, 1, 0, 0, 0, 0, 0]",15.0,12.0,1,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
3/10/1946,"[0, 0, 0, 1, 0, 0, 0]",25.0,25.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/17/1946,"[0, 0, 0, 0, 0, 1, 0]",20.0,20.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
3/18/1946,"[0, 0, 0, 0, 0, 1, 0]",,,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/19/1946,"[1, 0, 0, 0, 0, 0, 0]",26.0,26.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/23/1946,"[0, 0, 1, 0, 0, 0, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
4/1/1946,"[0, 0, 0, 1, 0, 0, 0]",6.0,6.0,0,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/5/1946,"[0, 1, 0, 0, 0, 0, 0]",4.0,4.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
4/8/1946,"[0, 0, 0, 0, 0, 1, 0]",14.0,14.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
4/22/1946,"[0, 0, 0, 1, 0, 0, 0]",21.0,20.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
4/30/1946,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/10/1946,"[1, 0, 0, 0, 0, 0, 0]",28.0,28.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/16/1946,"[1, 0, 0, 0, 0, 0, 0]",27.0,27.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
5/22/1946,"[0, 1, 0, 0, 0, 0, 0]",14.0,13.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/1/1946,"[0, 1, 0, 0, 0, 0, 0]",38.0,30.0,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/9/1946,"[1, 0, 0, 0, 0, 0, 0]",23.0,23.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/9/1946,"[0, 0, 0, 0, 0, 0, 1]",18.0,18.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
6/29/1946,"[0, 0, 1, 0, 0, 0, 0]",18.0,18.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/29/1946,"[0, 1, 0, 0, 0, 0, 0]",3.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/9/1946,"[1, 0, 0, 0, 0, 0, 0]",25.0,25.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/11/1946,"[1, 0, 0, 0, 0, 0, 0]",6.0,5.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/13/1946,"[0, 0, 0, 0, 0, 1, 0]",49.0,13.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/17/1946,"[1, 0, 0, 0, 0, 0, 0]",30.0,30.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
7/18/1946,"[1, 0, 0, 0, 0, 0, 0]",13.0,13.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
7/20/1946,"[0, 0, 1, 0, 0, 0, 0]",20.0,20.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/25/1946,"[0, 0, 0, 1, 0, 0, 0]",22.0,22.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
7/26/1946,"[1, 0, 0, 0, 0, 0, 0]",9.0,9.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
8/7/1946,"[0, 1, 0, 0, 0, 0, 0]",16.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/9/1946,"[1, 0, 0, 0, 0, 0, 0]",6.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
8/14/1946,"[0, 1, 0, 0, 0, 0, 0]",5.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
8/20/1946,"[0, 1, 0, 0, 0, 0, 0]",9.0,8.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
8/21/1946,"[1, 0, 0, 0, 0, 0, 0]",25.0,2.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/24/1946,"[0, 0, 0, 0, 0, 0, 1]",9.0,6.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/31/1946,"[1, 0, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/3/1946,"[0, 1, 0, 0, 0, 0, 0]",22.0,22.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/4/1946,"[0, 1, 0, 0, 0, 0, 0]",26.0,20.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/5/1946,"[1, 0, 0, 0, 0, 0, 0]",22.0,21.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/7/1946,"[0, 0, 0, 0, 0, 0, 1]",24.0,24.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/7/1946,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/15/1946,"[1, 0, 0, 0, 0, 0, 0]",21.0,21.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/17/1946,"[0, 1, 0, 0, 0, 0, 0]",7.0,1.0,1,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
9/18/1946,"[0, 0, 0, 1, 0, 0, 0]",44.0,27.0,1,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
9/19/1946,"[0, 0, 0, 1, 0, 0, 0]",25.0,25.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/20/1946,"[0, 0, 0, 0, 0, 1, 0]",28.0,28.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/25/1946,"[0, 0, 1, 0, 0, 0, 0]",19.0,19.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/27/1946,"[0, 1, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/27/1946,"[1, 0, 0, 0, 0, 0, 0]",25.0,25.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
10/3/1946,"[0, 0, 0, 1, 0, 0, 0]",39.0,39.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
10/6/1946,"[0, 0, 0, 1, 0, 0, 0]",21.0,21.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/7/1946,"[0, 0, 0, 1, 0, 0, 0]",1.0,1.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
10/8/1946,"[1, 0, 0, 0, 0, 0, 0]",41.0,2.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
